type,data-set,entityid,bodysystem,code,codedesc,chronic,expirydate,availabilitydate,icdversionext
ICDCode,0,icd:7665,13,71142,"Arthropathy associated with other bacterial diseases, upper arm",,,,9
ICDCode,0,icd:7666,13,71143,"Arthropathy associated with other bacterial diseases, forearm",,,,9
ICDCode,0,icd:7667,13,71144,"Arthropathy associated with other bacterial diseases, hand",,,,9
ICDCode,0,icd:7668,13,71145,"Arthropathy associated with other bacterial diseases, pelvic region and thigh",,,,9
ICDCode,0,icd:7669,13,71146,"Arthropathy associated with other bacterial diseases, lower leg",,,,9
ICDCode,0,icd:7670,13,71147,"Arthropathy associated with other bacterial diseases, ankle and foot",,,,9
ICDCode,0,icd:7671,13,71148,"Arthropathy associated with other bacterial diseases, other specified sites",,,,9
ICDCode,0,icd:7672,13,71149,"Arthropathy associated with other bacterial diseases, multiple sites",,,,9
ICDCode,0,icd:7673,13,71150,"Arthropathy associated with other viral diseases, site unspecified",,,,9
ICDCode,0,icd:7674,13,71151,"Arthropathy associated with other viral diseases, shoulder region",,,,9
ICDCode,0,icd:7675,13,71152,"Arthropathy associated with other viral diseases, upper arm",,,,9
ICDCode,0,icd:7676,13,71153,"Arthropathy associated with other viral diseases, forearm",,,,9
ICDCode,0,icd:7677,13,71154,"Arthropathy associated with other viral diseases, hand",,,,9
ICDCode,0,icd:7678,13,71155,"Arthropathy associated with other viral diseases, pelvic region and thigh",,,,9
ICDCode,0,icd:7679,13,71156,"Arthropathy associated with other viral diseases, lower leg",,,,9
ICDCode,0,icd:7680,13,71157,"Arthropathy associated with other viral diseases, ankle and foot",,,,9
ICDCode,0,icd:7681,13,71158,"Arthropathy associated with other viral diseases, other specified sites",,,,9
ICDCode,0,icd:7682,13,71159,"Arthropathy associated with other viral diseases, multiple sites",,,,9
ICDCode,0,icd:7683,13,71160,"Arthropathy associated with mycoses, site unspecified",,,,9
ICDCode,0,icd:7684,13,71161,"Arthropathy associated with mycoses, shoulder region",,,,9
ICDCode,0,icd:7685,13,71162,"Arthropathy associated with mycoses, upper arm",,,,9
ICDCode,0,icd:7686,13,71163,"Arthropathy associated with mycoses, forearm",,,,9
ICDCode,0,icd:7687,13,71164,"Arthropathy associated with mycoses, hand",,,,9
ICDCode,0,icd:7688,13,71165,"Arthropathy associated with mycoses, pelvic region and thigh",,,,9
ICDCode,0,icd:7689,13,71166,"Arthropathy associated with mycoses, lower leg",,,,9
ICDCode,0,icd:7690,13,71167,"Arthropathy associated with mycoses, ankle and foot",,,,9
ICDCode,0,icd:7691,13,71168,"Arthropathy associated with mycoses, other specified sites",,,,9
ICDCode,0,icd:7692,13,71169,"Arthropathy associated with mycoses, involving multiple sites",,,,9
ICDCode,0,icd:7693,13,71170,"Arthropathy associated with helminthiasis, site unspecified",,,,9
ICDCode,0,icd:7694,13,71171,"Arthropathy associated with helminthiasis, shoulder region",,,,9
ICDCode,0,icd:7695,13,71172,"Arthropathy associated with helminthiasis, upper arm",,,,9
ICDCode,0,icd:7696,13,71173,"Arthropathy associated with helminthiasis, forearm",,,,9
ICDCode,0,icd:7697,13,71174,"Arthropathy associated with helminthiasis, hand",,,,9
ICDCode,0,icd:7698,13,71175,"Arthropathy associated with helminthiasis, pelvic region and thigh",,,,9
ICDCode,0,icd:7699,13,71176,"Arthropathy associated with helminthiasis, lower leg",,,,9
ICDCode,0,icd:7700,13,71177,"Arthropathy associated with helminthiasis, ankle and foot",,,,9
ICDCode,0,icd:7701,13,71178,"Arthropathy associated with helminthiasis, other specified sites",,,,9
ICDCode,0,icd:7702,13,71179,"Arthropathy associated with helminthiasis, multiple sites",,,,9
ICDCode,0,icd:7703,13,71180,"Arthropathy associated with other infectious and parasitic diseases, site unspecified",,,,9
ICDCode,0,icd:7704,13,71181,"Arthropathy associated with other infectious and parasitic diseases, shoulder region",,,,9
ICDCode,0,icd:7705,13,71182,"Arthropathy associated with other infectious and parasitic diseases, upper arm",,,,9
ICDCode,0,icd:7706,13,71183,"Arthropathy associated with other infectious and parasitic diseases, forearm",,,,9
ICDCode,0,icd:7707,13,71184,"Arthropathy associated with other infectious and parasitic diseases, hand",,,,9
ICDCode,0,icd:7708,13,71185,"Arthropathy associated with other infectious and parasitic diseases, pelvic region and thigh",,,,9
ICDCode,0,icd:7709,13,71186,"Arthropathy associated with other infectious and parasitic diseases, lower leg",,,,9
ICDCode,0,icd:7710,13,71187,"Arthropathy associated with other infectious and parasitic diseases, ankle and foot",,,,9
ICDCode,0,icd:7711,13,71188,"Arthropathy associated with other infectious and parasitic diseases, other specified sites",,,,9
ICDCode,0,icd:7712,13,71189,"Arthropathy associated with other infectious and parasitic diseases, multiple sites",,,,9
ICDCode,0,icd:7713,13,71190,"Unspecified infective arthritis, site unspecified",,,,9
ICDCode,0,icd:7714,13,71191,"Unspecified infective arthritis, shoulder region",,,,9
ICDCode,0,icd:7715,13,71192,"Unspecified infective arthritis, upper arm",,,,9
ICDCode,0,icd:7716,13,71193,"Unspecified infective arthritis, forearm",,,,9
ICDCode,0,icd:7717,13,71194,"Unspecified infective arthritis, hand",,,,9
ICDCode,0,icd:7718,13,71195,"Unspecified infective arthritis, pelvic region and thigh",,,,9
ICDCode,0,icd:7719,13,71196,"Unspecified infective arthritis, lower leg",,,,9
ICDCode,0,icd:7720,13,71197,"Unspecified infective arthritis, ankle and foot",,,,9
ICDCode,0,icd:7721,13,71198,"Unspecified infective arthritis, other specified sites",,,,9
ICDCode,0,icd:7722,13,71199,"Unspecified infective arthritis, multiple sites",,,,9
ICDCode,0,icd:7723,13,71210,"Chondrocalcinosis, due to dicalcium phosphate crystals, site unspecified",,,,9
ICDCode,0,icd:7724,13,71211,"Chondrocalcinosis, due to dicalcium phosphate crystals, shoulder region",,,,9
ICDCode,0,icd:7725,13,71212,"Chondrocalcinosis, due to dicalcium phosphate crystals, upper arm",,,,9
ICDCode,0,icd:7726,13,71213,"Chondrocalcinosis, due to dicalcium phosphate crystals, forearm",,,,9
ICDCode,0,icd:7727,13,71214,"Chondrocalcinosis, due to dicalcium phosphate crystals, hand",,,,9
ICDCode,0,icd:7728,13,71215,"Chondrocalcinosis, due to dicalcium phosphate crystals, pelvic region and thigh",,,,9
ICDCode,0,icd:7729,13,71216,"Chondrocalcinosis, due to dicalcium phosphate crystals, lower leg",,,,9
ICDCode,0,icd:7730,13,71217,"Chondrocalcinosis, due to dicalcium phosphate crystals, ankle and foot",,,,9
ICDCode,0,icd:7731,13,71218,"Chondrocalcinosis, due to dicalcium phosphate crystals, other specified sites",,,,9
ICDCode,0,icd:7732,13,71219,"Chondrocalcinosis, due to dicalcium phosphate crystals, multiple sites",,,,9
ICDCode,0,icd:7733,13,71220,"Chondrocalcinosis, due to pyrophosphate crystals, site unspecified",,,,9
ICDCode,0,icd:7734,13,71221,"Chondrocalcinosis, due to pyrophosphate crystals, shoulder region",,,,9
ICDCode,0,icd:7735,13,71222,"Chondrocalcinosis, due to pyrophosphate crystals, upper arm",,,,9
ICDCode,0,icd:7736,13,71223,"Chondrocalcinosis, due to pyrophosphate crystals, forearm",,,,9
ICDCode,0,icd:7737,13,71224,"Chondrocalcinosis, due to pyrophosphate crystals, hand",,,,9
ICDCode,0,icd:7738,13,71225,"Chondrocalcinosis, due to pyrophosphate crystals, pelvic region and thigh",,,,9
ICDCode,0,icd:7739,13,71226,"Chondrocalcinosis, due to pyrophosphate crystals, lower leg",,,,9
ICDCode,0,icd:7740,13,71227,"Chondrocalcinosis, due to pyrophosphate crystals, ankle and foot",,,,9
ICDCode,0,icd:7741,13,71228,"Chondrocalcinosis, due to pyrophosphate crystals, other specified sites",,,,9
ICDCode,0,icd:7742,13,71229,"Chondrocalcinosis, due to pyrophosphate crystals, multiple sites",,,,9
ICDCode,0,icd:7743,13,71230,"Chondrocalcinosis, unspecified, site unspecified",,,,9
ICDCode,0,icd:7744,13,71231,"Chondrocalcinosis, unspecified, shoulder region",,,,9
ICDCode,0,icd:7745,13,71232,"Chondrocalcinosis, unspecified, upper arm",,,,9
ICDCode,0,icd:7746,13,71233,"Chondrocalcinosis, unspecified, forearm",,,,9
ICDCode,0,icd:7747,13,71234,"Chondrocalcinosis, unspecified, hand",,,,9
ICDCode,0,icd:7748,13,71235,"Chondrocalcinosis, unspecified, pelvic region and thigh",,,,9
ICDCode,0,icd:7749,13,71236,"Chondrocalcinosis, unspecified, lower leg",,,,9
ICDCode,0,icd:7750,13,71237,"Chondrocalcinosis, unspecified, ankle and foot",,,,9
ICDCode,0,icd:7751,13,71238,"Chondrocalcinosis, unspecified, other specified sites",,,,9
ICDCode,0,icd:7752,13,71239,"Chondrocalcinosis, unspecified, multiple sites",,,,9
ICDCode,0,icd:7753,13,71280,"Other specified crystal arthropathies, site unspecified",,,,9
ICDCode,0,icd:7754,13,71281,"Other specified crystal arthropathies, shoulder region",,,,9
ICDCode,0,icd:7755,13,71282,"Other specified crystal arthropathies, upper arm",,,,9
ICDCode,0,icd:7756,13,71283,"Other specified crystal arthropathies, forearm",,,,9
ICDCode,0,icd:7757,13,71284,"Other specified crystal arthropathies, hand",,,,9
ICDCode,0,icd:7758,13,71285,"Other specified crystal arthropathies, pelvic region and thigh",,,,9
ICDCode,0,icd:7759,13,71286,"Other specified crystal arthropathies, lower leg",,,,9
ICDCode,0,icd:7760,13,71287,"Other specified crystal arthropathies, ankle and foot",,,,9
ICDCode,0,icd:7761,13,71288,"Other specified crystal arthropathies, other specified sites",,,,9
ICDCode,0,icd:7762,13,71289,"Other specified crystal arthropathies, multiple sites",,,,9
ICDCode,0,icd:7763,13,71290,"Unspecified crystal arthropathy, site unspecified",,,,9
ICDCode,0,icd:7764,13,71291,"Unspecified crystal arthropathy, shoulder region",,,,9
ICDCode,0,icd:7765,13,71292,"Unspecified crystal arthropathy, upper arm",,,,9
ICDCode,0,icd:7766,13,71293,"Unspecified crystal arthropathy, forearm",,,,9
ICDCode,0,icd:7767,13,71294,"Unspecified crystal arthropathy, hand",,,,9
ICDCode,0,icd:7768,13,71295,"Unspecified crystal arthropathy, pelvic region and thigh",,,,9
ICDCode,0,icd:7769,13,71296,"Unspecified crystal arthropathy, lower leg",,,,9
ICDCode,0,icd:7770,13,71297,"Unspecified crystal arthropathy, ankle and foot",,,,9
ICDCode,0,icd:7771,13,71298,"Unspecified crystal arthropathy, other specified sites",,,,9
ICDCode,0,icd:7772,13,71299,"Unspecified crystal arthropathy, multiple sites",,,,9
ICDCode,0,icd:7773,13,7130,Arthropathy associated with other endocrine and metabolic disorders,,,,9
ICDCode,0,icd:7774,13,7131,Arthropathy associated with gastrointestinal conditions other than infections,,,,9
ICDCode,0,icd:7775,13,7132,Arthropathy associated with hematological disorders,,,,9
ICDCode,0,icd:7776,13,7133,Arthropathy associated with dermatological disorders,,,,9
ICDCode,0,icd:7777,13,7134,Arthropathy associated with respiratory disorders,,,,9
ICDCode,0,icd:7778,13,7135,Arthropathy associated with neurological disorders,,,,9
ICDCode,0,icd:7779,13,7136,Arthropathy associated with hypersensitivity reaction,,,,9
ICDCode,0,icd:7780,13,7137,Other general diseases with articular involvement,,,,9
ICDCode,0,icd:7781,13,7138,Arthropathy associated with other conditions classifiable elsewhere,,,,9
ICDCode,0,icd:7782,13,7140,Rheumatoid arthritis,,,,9
ICDCode,0,icd:7783,13,7141,Felty's syndrome,,,,9
ICDCode,0,icd:7784,13,7142,Other rheumatoid arthritis with visceral or systemic involvement,,,,9
ICDCode,0,icd:7785,13,71430,"Polyarticular juvenile rheumatoid arthritis, chronic or unspecified",,,,9
ICDCode,0,icd:7786,13,71431,"Polyarticular juvenile rheumatoid arthritis, acute",,,,9
ICDCode,0,icd:7787,13,71432,Pauciarticular juvenile rheumatoid arthritis,,,,9
ICDCode,0,icd:7788,13,71433,Monoarticular juvenile rheumatoid arthritis,,,,9
ICDCode,0,icd:7789,13,7144,Chronic postrheumatic arthropathy,,,,9
ICDCode,0,icd:7790,13,71481,Rheumatoid lung,,,,9
ICDCode,0,icd:7791,13,71489,Other specified inflammatory polyarthropathies,,,,9
ICDCode,0,icd:7792,13,7149,Unspecified inflammatory polyarthropathy,,,,9
ICDCode,0,icd:7793,13,71500,"Osteoarthrosis, generalized, site unspecified",,,,9
ICDCode,0,icd:7794,13,71504,"Osteoarthrosis, generalized, hand",,,,9
ICDCode,0,icd:7795,13,71509,"Osteoarthrosis, generalized, multiple sites",,,,9
ICDCode,0,icd:7796,13,71510,"Osteoarthrosis, localized, primary, site unspecified",,,,9
ICDCode,0,icd:7797,13,71511,"Osteoarthrosis, localized, primary, shoulder region",,,,9
ICDCode,0,icd:7798,13,71512,"Osteoarthrosis, localized, primary, upper arm",,,,9
ICDCode,0,icd:7799,13,71513,"Osteoarthrosis, localized, primary, forearm",,,,9
ICDCode,0,icd:7800,13,71514,"Osteoarthrosis, localized, primary, hand",,,,9
ICDCode,0,icd:7801,13,71515,"Osteoarthrosis, localized, primary, pelvic region and thigh",,,,9
ICDCode,0,icd:7802,13,71516,"Osteoarthrosis, localized, primary, lower leg",,,,9
ICDCode,0,icd:7803,13,71517,"Osteoarthrosis, localized, primary, ankle and foot",,,,9
ICDCode,0,icd:7804,13,71518,"Osteoarthrosis, localized, primary, other specified sites",,,,9
ICDCode,0,icd:7805,13,71520,"Osteoarthrosis, localized, secondary, site unspecified",,,,9
ICDCode,0,icd:7806,13,71521,"Osteoarthrosis, localized, secondary, shoulder region",,,,9
ICDCode,0,icd:7807,13,71522,"Osteoarthrosis, localized, secondary, upper arm",,,,9
ICDCode,0,icd:7808,13,71523,"Osteoarthrosis, localized, secondary, forearm",,,,9
ICDCode,0,icd:7809,13,71524,"Osteoarthrosis, localized, secondary, hand",,,,9
ICDCode,0,icd:7810,13,71525,"Osteoarthrosis, localized, secondary, pelvic region and thigh",,,,9
ICDCode,0,icd:7811,13,71526,"Osteoarthrosis, localized, secondary, lower leg",,,,9
ICDCode,0,icd:7812,13,71527,"Osteoarthrosis, localized, secondary, ankle and foot",,,,9
ICDCode,0,icd:7813,13,71528,"Osteoarthrosis, localized, secondary, other specified sites",,,,9
ICDCode,0,icd:7814,13,71530,"Osteoarthrosis, localized, not specified whether primary or secondary, site unspecified",,,,9
ICDCode,0,icd:7815,13,71531,"Osteoarthrosis, localized, not specified whether primary or secondary, shoulder region",,,,9
ICDCode,0,icd:7816,13,71532,"Osteoarthrosis, localized, not specified whether primary or secondary, upper arm",,,,9
ICDCode,0,icd:7817,13,71533,"Osteoarthrosis, localized, not specified whether primary or secondary, forearm",,,,9
ICDCode,0,icd:7818,13,71534,"Osteoarthrosis, localized, not specified whether primary or secondary, hand",,,,9
ICDCode,0,icd:7819,13,71535,"Osteoarthrosis, localized, not specified whether primary or secondary, pelvic region and thigh",,,,9
ICDCode,0,icd:7820,13,71536,"Osteoarthrosis, localized, not specified whether primary or secondary, lower leg",,,,9
ICDCode,0,icd:7821,13,71537,"Osteoarthrosis, localized, not specified whether primary or secondary, ankle and foot",,,,9
ICDCode,0,icd:7822,13,71538,"Osteoarthrosis, localized, not specified whether primary or secondary, other specified sites",,,,9
ICDCode,0,icd:7823,13,71580,"Osteoarthrosis involving, or with mention of more than one site, but not specified as generalized, site unspecified",,,,9
ICDCode,0,icd:7824,13,71589,"Osteoarthrosis involving, or with mention of more than one site, but not specified as generalized, multiple sites",,,,9
ICDCode,0,icd:7825,13,71590,"Osteoarthrosis, unspecified whether generalized or localized, site unspecified",,,,9
ICDCode,0,icd:7826,13,71591,"Osteoarthrosis, unspecified whether generalized or localized, shoulder region",,,,9
ICDCode,0,icd:7827,13,71592,"Osteoarthrosis, unspecified whether generalized or localized, upper arm",,,,9
ICDCode,0,icd:7828,13,71593,"Osteoarthrosis, unspecified whether generalized or localized, forearm",,,,9
ICDCode,0,icd:7829,13,71594,"Osteoarthrosis, unspecified whether generalized or localized, hand",,,,9
ICDCode,0,icd:7830,13,71595,"Osteoarthrosis, unspecified whether generalized or localized, pelvic region and thigh",,,,9
ICDCode,0,icd:7831,13,71596,"Osteoarthrosis, unspecified whether generalized or localized, lower leg",,,,9
ICDCode,0,icd:7832,13,71597,"Osteoarthrosis, unspecified whether generalized or localized, ankle and foot",,,,9
ICDCode,0,icd:7833,13,71598,"Osteoarthrosis, unspecified whether generalized or localized, other specified sites",,,,9
ICDCode,0,icd:7834,13,71600,"Kaschin-Beck disease, site unspecified",,,,9
ICDCode,0,icd:7835,13,71601,"Kaschin-Beck disease, shoulder region",,,,9
ICDCode,0,icd:7836,13,71602,"Kaschin-Beck disease, upper arm",,,,9
ICDCode,0,icd:7837,13,71603,"Kaschin-Beck disease, forearm",,,,9
ICDCode,0,icd:7838,13,71604,"Kaschin-Beck disease, hand",,,,9
ICDCode,0,icd:7839,13,71605,"Kaschin-Beck disease, pelvic region and thigh",,,,9
ICDCode,0,icd:7840,13,71606,"Kaschin-Beck disease, lower leg",,,,9
ICDCode,0,icd:7841,13,71607,"Kaschin-Beck disease, ankle and foot",,,,9
ICDCode,0,icd:7842,13,71608,"Kaschin-Beck disease, other specified sites",,,,9
ICDCode,0,icd:7843,13,71609,"Kaschin-Beck disease, multiple sites",,,,9
ICDCode,0,icd:7844,13,71610,"Traumatic arthropathy, site unspecified",,,,9
ICDCode,0,icd:7845,13,71611,"Traumatic arthropathy, shoulder region",,,,9
ICDCode,0,icd:7846,13,71612,"Traumatic arthropathy, upper arm",,,,9
ICDCode,0,icd:7847,13,71613,"Traumatic arthropathy, forearm",,,,9
ICDCode,0,icd:7848,13,71614,"Traumatic arthropathy, hand",,,,9
ICDCode,0,icd:7849,13,71615,"Traumatic arthropathy, pelvic region and thigh",,,,9
ICDCode,0,icd:7850,13,71616,"Traumatic arthropathy, lower leg",,,,9
ICDCode,0,icd:7851,13,71617,"Traumatic arthropathy, ankle and foot",,,,9
ICDCode,0,icd:7852,13,71618,"Traumatic arthropathy, other specified sites",,,,9
ICDCode,0,icd:7853,13,71619,"Traumatic arthropathy, multiple sites",,,,9
ICDCode,0,icd:7854,13,71620,"Allergic arthritis, site unspecified",,,,9
ICDCode,0,icd:7855,13,71621,"Allergic arthritis, shoulder region",,,,9
ICDCode,0,icd:7856,13,71622,"Allergic arthritis, upper arm",,,,9
ICDCode,0,icd:7857,13,71623,"Allergic arthritis, forearm",,,,9
ICDCode,0,icd:7858,13,71624,"Allergic arthritis, hand",,,,9
ICDCode,0,icd:7859,13,71625,"Allergic arthritis, pelvic region and thigh",,,,9
ICDCode,0,icd:7860,13,71626,"Allergic arthritis, lower leg",,,,9
ICDCode,0,icd:7861,13,71627,"Allergic arthritis, ankle and foot",,,,9
ICDCode,0,icd:7862,13,71628,"Allergic arthritis, other specified sites",,,,9
ICDCode,0,icd:7863,13,71629,"Allergic arthritis, multiple sites",,,,9
ICDCode,0,icd:7864,13,71630,"Climacteric arthritis, site unspecified",,,,9
ICDCode,0,icd:7865,13,71631,"Climacteric arthritis, shoulder region",,,,9
ICDCode,0,icd:7866,13,71632,"Climacteric arthritis, upper arm",,,,9
ICDCode,0,icd:7867,13,71633,"Climacteric arthritis, forearm",,,,9
ICDCode,0,icd:7868,13,71634,"Climacteric arthritis, hand",,,,9
ICDCode,0,icd:7869,13,71635,"Climacteric arthritis, pelvic region and thigh",,,,9
ICDCode,0,icd:7870,13,71636,"Climacteric arthritis, lower leg",,,,9
ICDCode,0,icd:7871,13,71637,"Climacteric arthritis, ankle and foot",,,,9
ICDCode,0,icd:7872,13,71638,"Climacteric arthritis, other specified sites",,,,9
ICDCode,0,icd:7873,13,71639,"Climacteric arthritis, multiple sites",,,,9
ICDCode,0,icd:7874,13,71640,"Transient arthropathy, site unspecified",,,,9
ICDCode,0,icd:7875,13,71641,"Transient arthropathy, shoulder region",,,,9
ICDCode,0,icd:7876,13,71642,"Transient arthropathy, upper arm",,,,9
ICDCode,0,icd:7877,13,71643,"Transient arthropathy, forearm",,,,9
ICDCode,0,icd:7878,13,71644,"Transient arthropathy, hand",,,,9
ICDCode,0,icd:7879,13,71645,"Transient arthropathy, pelvic region and thigh",,,,9
ICDCode,0,icd:7880,13,71646,"Transient arthropathy, lower leg",,,,9
ICDCode,0,icd:7881,13,71647,"Transient arthropathy, ankle and foot",,,,9
ICDCode,0,icd:7882,13,71648,"Transient arthropathy, other specified sites",,,,9
ICDCode,0,icd:7883,13,71649,"Transient arthropathy, multiple sites",,,,9
ICDCode,0,icd:7884,13,71650,"Unspecified polyarthropathy or polyarthritis, site unspecified",,,,9
ICDCode,0,icd:7885,13,71651,"Unspecified polyarthropathy or polyarthritis, shoulder region",,,,9
ICDCode,0,icd:7886,13,71652,"Unspecified polyarthropathy or polyarthritis, upper arm",,,,9
ICDCode,0,icd:7887,13,71653,"Unspecified polyarthropathy or polyarthritis, forearm",,,,9
ICDCode,0,icd:7888,13,71654,"Unspecified polyarthropathy or polyarthritis, hand",,,,9
ICDCode,0,icd:7889,13,71655,"Unspecified polyarthropathy or polyarthritis, pelvic region and thigh",,,,9
ICDCode,0,icd:7890,13,71656,"Unspecified polyarthropathy or polyarthritis, lower leg",,,,9
ICDCode,0,icd:7891,13,71657,"Unspecified polyarthropathy or polyarthritis, ankle and foot",,,,9
ICDCode,0,icd:7892,13,71658,"Unspecified polyarthropathy or polyarthritis, other specified sites",,,,9
ICDCode,0,icd:7893,13,71659,"Unspecified polyarthropathy or polyarthritis, multiple sites",,,,9
ICDCode,0,icd:7894,13,71660,"Unspecified monoarthritis, site unspecified",,,,9
ICDCode,0,icd:7895,13,71661,"Unspecified monoarthritis, shoulder region",,,,9
ICDCode,0,icd:7896,13,71662,"Unspecified monoarthritis, upper arm",,,,9
ICDCode,0,icd:7897,13,71663,"Unspecified monoarthritis, forearm",,,,9
ICDCode,0,icd:7898,13,71664,"Unspecified monoarthritis, hand",,,,9
ICDCode,0,icd:7899,13,71665,"Unspecified monoarthritis, pelvic region and thigh",,,,9
ICDCode,0,icd:7900,13,71666,"Unspecified monoarthritis, lower leg",,,,9
ICDCode,0,icd:7901,13,71667,"Unspecified monoarthritis, ankle and foot",,,,9
ICDCode,0,icd:7902,13,71668,"Unspecified monoarthritis, other specified sites",,,,9
ICDCode,0,icd:7903,13,71680,"Other specified arthropathy, site unspecified",,,,9
ICDCode,0,icd:7904,13,71681,"Other specified arthropathy, shoulder region",,,,9
ICDCode,0,icd:7905,13,71682,"Other specified arthropathy, upper arm",,,,9
ICDCode,0,icd:7906,13,71683,"Other specified arthropathy, forearm",,,,9
ICDCode,0,icd:7907,13,71684,"Other specified arthropathy, hand",,,,9
ICDCode,0,icd:7908,13,71685,"Other specified arthropathy, pelvic region and thigh",,,,9
ICDCode,0,icd:7909,13,71686,"Other specified arthropathy, lower leg",,,,9
ICDCode,0,icd:7910,13,71687,"Other specified arthropathy, ankle and foot",,,,9
ICDCode,0,icd:7911,13,71688,"Other specified arthropathy, other specified sites",,,,9
ICDCode,0,icd:7912,13,71689,"Other specified arthropathy, multiple sites",,,,9
ICDCode,0,icd:7913,13,71690,"Arthropathy, unspecified, site unspecified",,,,9
ICDCode,0,icd:7914,13,71691,"Arthropathy, unspecified, shoulder region",,,,9
ICDCode,0,icd:7915,13,71692,"Arthropathy, unspecified, upper arm",,,,9
ICDCode,0,icd:7916,13,71693,"Arthropathy, unspecified, forearm",,,,9
ICDCode,0,icd:7917,13,71694,"Arthropathy, unspecified, hand",,,,9
ICDCode,0,icd:7918,13,71695,"Arthropathy, unspecified, pelvic region and thigh",,,,9
ICDCode,0,icd:7919,13,71696,"Arthropathy, unspecified, lower leg",,,,9
ICDCode,0,icd:7920,13,71697,"Arthropathy, unspecified, ankle and foot",,,,9
ICDCode,0,icd:7921,13,71698,"Arthropathy, unspecified, other specified sites",,,,9
ICDCode,0,icd:7922,13,71699,"Arthropathy, unspecified, multiple sites",,,,9
ICDCode,0,icd:7923,13,7170,Old bucket handle tear of medial meniscus,,,,9
ICDCode,0,icd:7924,13,7171,Derangement of anterior horn of medial meniscus,,,,9
ICDCode,0,icd:7925,13,7172,Derangement of posterior horn of medial meniscus,,,,9
ICDCode,0,icd:7926,13,7173,Other and unspecified derangement of medial meniscus,,,,9
ICDCode,0,icd:7927,13,71740,"Derangement of lateral meniscus, unspecified",,,,9
ICDCode,0,icd:7928,13,71741,Bucket handle tear of lateral meniscus,,,,9
ICDCode,0,icd:7929,13,71742,Derangement of anterior horn of lateral meniscus,,,,9
ICDCode,0,icd:7930,13,71743,Derangement of posterior horn of lateral meniscus,,,,9
ICDCode,0,icd:7931,13,71749,Other derangement of lateral meniscus,,,,9
ICDCode,0,icd:7932,13,7175,"Derangement of meniscus, not elsewhere classified",,,,9
ICDCode,0,icd:7933,13,7176,Loose body in knee,,,,9
ICDCode,0,icd:7934,13,7177,Chondromalacia of patella,,,,9
ICDCode,0,icd:7935,13,71781,Old disruption of lateral collateral ligament,,,,9
ICDCode,0,icd:7936,13,71782,Old disruption of medial collateral ligament,,,,9
ICDCode,0,icd:7937,13,71783,Old disruption of anterior cruciate ligament,,,,9
ICDCode,0,icd:7938,13,71784,Old disruption of posterior cruciate ligament,,,,9
ICDCode,0,icd:7939,13,71785,Old disruption of other ligaments of knee,,,,9
ICDCode,0,icd:7940,13,71789,Other internal derangement of knee,,,,9
ICDCode,0,icd:7941,13,7179,Unspecified internal derangement of knee,,,,9
ICDCode,0,icd:7942,13,71800,"Articular cartilage disorder, site unspecified",,,,9
ICDCode,0,icd:7943,13,71801,"Articular cartilage disorder, shoulder region",,,,9
ICDCode,0,icd:7944,13,71802,"Articular cartilage disorder, upper arm",,,,9
ICDCode,0,icd:7945,13,71803,"Articular cartilage disorder, forearm",,,,9
ICDCode,0,icd:7946,13,71804,"Articular cartilage disorder, hand",,,,9
ICDCode,0,icd:7947,13,71805,"Articular cartilage disorder, pelvic region and thigh",,,,9
ICDCode,0,icd:7948,13,71807,"Articular cartilage disorder, ankle and foot",,,,9
ICDCode,0,icd:7949,13,71808,"Articular cartilage disorder, other specified sites",,,,9
ICDCode,0,icd:7950,13,71809,"Articular cartilage disorder, multiple sites",,,,9
ICDCode,0,icd:7951,13,71810,"Loose body in joint, site unspecified",,,,9
ICDCode,0,icd:7952,13,71811,"Loose body in joint, shoulder region",,,,9
ICDCode,0,icd:7953,13,71812,"Loose body in joint, upper arm",,,,9
ICDCode,0,icd:7954,13,71813,"Loose body in joint, forearm",,,,9
ICDCode,0,icd:7955,13,71814,"Loose body in joint, hand",,,,9
ICDCode,0,icd:7956,13,71815,"Loose body in joint, pelvic region and thigh",,,,9
ICDCode,0,icd:7957,13,71817,"Loose body in joint, ankle and foot",,,,9
ICDCode,0,icd:7958,13,71818,"Loose body in joint, other specified sites",,,,9
ICDCode,0,icd:7959,13,71819,"Loose body in joint, multiple sites",,,,9
ICDCode,0,icd:7960,13,71820,"Pathological dislocation of joint, site unspecified",,,,9
ICDCode,0,icd:7961,13,71821,"Pathological dislocation of joint, shoulder region",,,,9
ICDCode,0,icd:7962,13,71822,"Pathological dislocation of joint, upper arm",,,,9
ICDCode,0,icd:7963,13,71823,"Pathological dislocation of joint, forearm",,,,9
ICDCode,0,icd:7964,13,71824,"Pathological dislocation of joint, hand",,,,9
ICDCode,0,icd:7965,13,71825,"Pathological dislocation of joint, pelvic region and thigh",,,,9
ICDCode,0,icd:7966,13,71826,"Pathological dislocation of joint, lower leg",,,,9
ICDCode,0,icd:7967,13,71827,"Pathological dislocation of joint, ankle and foot",,,,9
ICDCode,0,icd:7968,13,71828,"Pathological dislocation of joint, other specified sites",,,,9
ICDCode,0,icd:7969,13,71829,"Pathological dislocation of joint, multiple sites",,,,9
ICDCode,0,icd:7970,13,71830,"Recurrent dislocation of joint, site unspecified",,,,9
ICDCode,0,icd:7971,13,71831,"Recurrent dislocation of joint, shoulder region",,,,9
